,0,1
0,0.6585365853658537,0.3913043478260869
1,0.6749999999999999,0.4583333333333333
2,0.6419753086419753,0.3829787234042554
3,0.6835443037974684,0.4897959183673469
4,0.6829268292682926,0.4347826086956522
5,0.6329113924050632,0.40816326530612246
6,0.7160493827160495,0.5106382978723405
7,0.6419753086419753,0.3829787234042554
8,0.6172839506172839,0.3404255319148936
9,0.717948717948718,0.5599999999999999
10,0.6172839506172839,0.3404255319148936
11,0.6233766233766234,0.4313725490196078
12,0.6410256410256411,0.43999999999999995
13,0.6923076923076923,0.52
