,0,1
0,0.6753246753246753,0.5098039215686274
1,0.6500000000000001,0.41666666666666663
2,0.6913580246913581,0.4680851063829788
3,0.6666666666666666,0.42553191489361697
4,0.6419753086419753,0.3829787234042554
5,0.6666666666666666,0.42553191489361697
6,0.6823529411764706,0.372093023255814
7,0.6923076923076923,0.52
8,0.6493506493506495,0.47058823529411764
9,0.725,0.5416666666666667
10,0.6582278481012659,0.44897959183673475
11,0.6829268292682926,0.4347826086956522
12,0.6823529411764706,0.372093023255814
13,0.7,0.4999999999999999
