,0,1
0,0.6666666666666666,0.52
1,0.6190476190476191,0.45454545454545453
2,0.6511627906976745,0.5238095238095238
3,0.627906976744186,0.47619047619047616
4,0.6046511627906976,0.42857142857142855
5,0.627906976744186,0.47619047619047616
6,0.6170212765957447,0.47058823529411764
7,0.675,0.5416666666666666
8,0.6410256410256411,0.48
9,0.6904761904761905,0.5909090909090909
10,0.6341463414634146,0.4782608695652174
11,0.6363636363636364,0.5
12,0.6170212765957447,0.47058823529411764
13,0.6666666666666666,0.5454545454545454
