,0,1
0,0.6578947368421053,0.46153846153846156
1,0.7105263157894737,0.5384615384615384
2,0.6578947368421053,0.34615384615384615
3,0.7105263157894737,0.2692307692307692
4,0.7105263157894737,0.5
5,0.7105263157894737,0.38461538461538464
6,0.6578947368421053,0.4230769230769231
7,0.6578947368421053,0.4230769230769231
8,0.631578947368421,0.4230769230769231
9,0.6578947368421053,0.46153846153846156
10,0.7368421052631579,0.4230769230769231
11,0.6578947368421053,0.38461538461538464
12,0.7105263157894737,0.46153846153846156
13,0.7105263157894737,0.4230769230769231
