,0,1
0,0.5510387687779839,0.5510387687779839
1,0.6185394838790883,0.6185394838790883
2,0.47721357223183336,0.47721357223183336
3,0.43737346348253053,0.43737346348253053
4,0.5960395606792697,0.5960395606792697
5,0.5227612765179922,0.5227612765179922
6,0.5275794546527186,0.5275794546527186
7,0.5275794546527186,0.5275794546527186
8,0.5169201850699907,0.5169201850699907
9,0.5510387687779839,0.5510387687779839
10,0.5583376135352688,0.5583376135352688
11,0.5030272728659586,0.5030272728659586
12,0.5726562866782,0.5726562866782
13,0.5482766522927934,0.5482766522927934
